Gene,p-value,Fold Change,log2(Fold Change)
REG4,0.013285368072375441,17.06934694877827,4.093335958655381
LRRC34,0.0133801036523779,1.7808240867325895,0.8325450112553643
KLRG2,0.013424002473038167,1.5461506380207835,0.6286808846822153
CDH18,0.013464795979038657,3.461229578518138,1.7912846366218125
AL022341.3,0.013507771581821326,1.2753426921590325,0.35088495990632246
RP11-749H17.2,0.013564171211830393,1.2139546477893028,0.27971452486242393
RP11-357G3.1,0.013587852932963688,0.9100358028780207,-0.1360047895557091
CNRIP1,0.01369058631334376,1.5209619562635608,0.6049840674632537
ARHGEF10,0.013782088381706843,1.5091699340211868,0.5937552638939736
SNRK,0.013788221172717916,1.5172981378220285,0.6015045923065601
RAD21L1,0.013852069367539094,1.30553378557509,0.38463979327000863
RASSF2,0.0140663977495395,1.5261043227062308,0.6098535864887029
TMCO2,0.014129257302689966,1.386402889123336,0.4713465660443371
FAM189A1,0.014154873558268753,0.5988292408327253,-0.7397834249700141
LINC01118,0.014180031574338085,1.2911220328703932,0.3686253661730156
ADRB2,0.014200205163070299,1.5570202925264287,0.6387877470736419
SNORD114-3,0.014218510600297595,2.0834450090706733,1.0589710217164783
GLDN,0.014221341781736842,1.5635306073300717,0.6448074614190789
RP11-217B7.2,0.014246856889177295,1.359691277674601,0.44327912005803516
ANKRD34C,0.014466357508255813,1.516751204419578,0.6009844569844522
TH,0.01449371916789628,1.3205692322932487,0.40115993836067093
NLRC4,0.014494617147578956,1.4859847538558588,0.571419313959025
RUNX1T1,0.0145312337263426,1.5272904950172186,0.6109744929544206
ENPP2,0.014556191733256889,1.5585522982868538,0.6402065663929766
SPTBN1,0.014570109198830545,1.507328127258309,0.5919935085344132
RP1-181J22.1,0.014652352529534314,1.4338972042156315,0.5199416012475515
DAB1,0.014824809270041596,1.7206353710560198,0.7829414006296247
KRT14,0.014884486670542848,14.958859435473652,3.9029282734875177
CDHR5,0.014887754463654588,1.8210687497674234,0.8647853885839791
LPO,0.014936642532341449,2.9362953769499964,1.5539971035443723
GPR126,0.014997111631041034,1.522557358157227,0.6064965787196345
KIR3DL1 /// KIR3DL2,0.015095218866222608,1.8636098653609094,0.8980998727502447
LINC00935,0.015112113253384745,1.2736404416056726,0.34895805127814544
C6orf118,0.015159234694426742,1.6308794712394263,0.7056501648392127
LINC00544,0.015198882132747936,1.1546628539497714,0.2074716655471434
APLN,0.015248270076008898,1.5101018891991291,0.5946458939763056
OLR1,0.015262575815490722,1.5314929025335118,0.6149386810058017
LINC00561,0.015272781813870212,1.2483205294034565,0.31998842042412196
LEFTY1,0.015293091589219009,4.179210761583981,2.063230516981632
LINC01191,0.015321668732699809,1.4586556566458904,0.5446393479013236
LINC01314,0.015322660416078455,1.6262895636401409,0.7015841546052616
FABP7,0.015342592344709064,6.036030345831394,2.593600058957773
FOSL1,0.015452935480473507,1.7173097252164946,0.7801502599205065
PSCA,0.01550971215245121,12.475933772879978,3.6410758943447017
ITPRIP,0.015617299621613543,1.522021798264925,0.6059890211433681
GPM6A,0.015673789043290833,0.48486809996376473,-1.044335754615625
SYCN,0.015731599812966592,1.224096225058995,0.29171697139567015
PCDH10,0.01579038321560436,1.5511585296056485,0.6333461384619093
LOC286083,0.015827335604035205,1.2684557460768449,0.3430731874907961
C8orf12,0.01584421053032751,1.305213249618256,0.38428553785465
NEFM,0.01592169853562382,1.9123930061010668,0.9353790346626262
KCNK17,0.016015424495975657,1.5497679182577775,0.632052184371996
AX747507,0.016069607198464106,1.5260564082092773,0.6098082900490713
KIAA1324L,0.016115627164796364,1.5533689122113028,0.6354004985036582
LOC101927552,0.01620435411598826,1.3674135593110217,0.45144963631222707
ANGPT2,0.01621050997300518,1.6438286305315164,0.7170599056078049
FAM101B,0.016232240152755158,1.525255486620346,0.6090509203203412
DPCR1,0.016238211660274695,8.558950062367742,3.0974338301872795
TRHR,0.016285196080230296,0.8431715303402044,-0.2461019396418481
WT1,0.01633678993950919,2.091899239205251,1.064813362770417
C7,0.01638549177100747,1.539714964864595,0.6226633010261484
LONRF1,0.016453657343566398,1.522756834123673,0.6066855792429364
LGI4,0.016515155960169347,1.4326198589805905,0.5186558459442033
HIST1H3C,0.016640445879450502,1.3496383270697756,0.43257284901698817
DCAF12L1,0.016720626169037286,3.4232401294045585,1.7753624963647652
LOC100996724 /// LOC100996761 /// LOC101929792 /// LOC101930416 /// LOC653513 /// PDE4DIP,0.01675668276783258,1.461198322848312,0.5471520028997495
KRT18P50 /// KRT18P50,0.01688344076157456,0.8559410883728271,-0.224416590827704
LOC731424,0.017045140693841204,1.402646472680676,0.48815143349092904
MYL9,0.01707226634905499,1.5410132045866407,0.6238792240266404
BOLA3-AS1,0.017130598529276727,1.3508725807898978,0.43389160084281725
USHBP1,0.01715854788755959,0.5736734400474741,-0.8016983692956045
FOXF2,0.017216069124508366,1.5115010028388793,0.5959819361539749
LINC00936,0.017268091440601947,1.5096393724564259,0.5942039550428501
FERD3L,0.017291413307894778,1.1367895665840266,0.1849652187480824
LOC100131170,0.017320166006913364,1.3106779631660264,0.390313255341905
GAGE1 /// GAGE12B /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE12J /// GAGE13 /// GAGE2A /// GAGE2C /// GAGE2D /// GAGE2E /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7 /// GAGE8,0.017363390158785373,3.802602756980103,1.9269872341384817
EOGT,0.017381325810984432,1.4942250487750823,0.5793974522103993
SH3BP5,0.017391977912390617,1.5051291825834778,0.5898873162702755
NEFL,0.017407959995090486,5.857080216756342,2.5501816532871224
APOL3,0.017508860509067622,1.5114575535813937,0.5959404641806485
RP11-382F24.1 /// RP11-382F24.2,0.017589559106164155,2.455960715900345,1.2962874843933425
KRTAP9-9,0.01774741886704823,1.315011307203785,0.3950752046709566
SLC5A10,0.01777543057030921,1.2361435445110387,0.3058462828294728
MT2A,0.017822249053519177,1.5878827811287297,0.6671044154241393
GNLY,0.017849613860801528,1.6895064372964503,0.7566018474167622
WFDC13,0.017928792119002,1.2957364651217234,0.37377232383740794
TMPRSS15,0.018055547718531576,4.3877188409634345,2.1334710827731294
LOC101929529,0.018174730037282608,1.2772285502014282,0.3530167072953521
RP11-36B6.1,0.018184196005116292,1.1983167293956898,0.26100928002593127
EBF2,0.018194078308119414,1.5883530291622034,0.6675316031717488
LINC00632,0.018227586869447386,1.3806430548422153,0.4653403800077212
PTPRD,0.018263905941957956,1.5084335522702745,0.5930511459897118
LINC00597,0.018436484135646376,1.5189755257845758,0.6030986248672023
OR7E19P,0.018467815330167735,1.2976366089672997,0.37588642660258853
YPEL4,0.01854769423977365,1.440583167066002,0.5266529518897788
KIAA1377,0.018681512860211434,1.554468090042381,0.6364210014907344
RPGR,0.018681656080328526,1.5175106987034652,0.6017066877574144
AC104537.2 /// TCEB1P28,0.018737950454867532,1.3565425058401401,0.4399342536677138
LILRA1,0.01876208452970814,1.4366277172084376,0.5226862551695798
PADI4,0.01903294908364849,1.2854492254532999,0.3622726256259296
KRTAP2-1,0.019063779454059866,1.2171824077232691,0.28354538744213387
HLA-DRB1 /// HLA-DRB3 /// HLA-DRB4 /// HLA-DRB5 /// LOC100996809,0.019085095369235083,1.8079790232329522,0.8543779392280154
MFNG,0.019138035363056524,1.4609427157779693,0.546899610527947
APOL5,0.019172919166880818,0.917833590666227,-0.12369548774407263
PNLIP,0.01928515356967326,1.3365539350143616,0.4185180569657488
HIST1H2BN,0.019368046685915255,1.1704529987686936,0.22706700210923692
SSUH2,0.019393770987331437,1.4708831154719293,0.5566826066002797
NGFR,0.01960490931693148,1.4712088270061139,0.5570020408166368
ASTN1,0.019869808803931643,1.4164953116032266,0.502325826609786
KLK12,0.019977766076184473,7.749590813311265,2.954120136555723
RASL10A,0.019998251607972323,1.4112794791700882,0.49700371669946986
BMP6,0.019999107838645273,1.5334158941958147,0.6167490388878222
MS4A7,0.020001570157281767,1.4967656392731912,0.5818483446245467
C16orf71,0.020012724896036244,1.4601645648470383,0.5461309742487397
PASD1,0.020018674595601887,3.729352480734862,1.898925160258747
FEV,0.02011818735706437,1.2131978252099382,0.2788148168880669
RSPO3,0.02017316470838535,1.735806284670816,0.7956059525412223
ACSBG1,0.020286898738844466,1.593243139691317,0.6719664486963148
FABP4,0.020289508052235724,0.4977091993895907,-1.0066250416255234
ANGPT1,0.02038926330007219,1.519240388325057,0.6033501645111512
IL3,0.020390702635831006,0.8649245402274035,-0.20935382362761892
BTNL9,0.020393951384060333,0.46518143033996534,-1.104134588126017
NR2F2-AS1,0.02060311789964088,1.5120414119865166,0.5964976528191862
HBZ,0.020687750427592345,1.3301302057688988,0.41156747732244325
AX747192 /// RP11-783K16.14,0.020708673705897157,1.257144603506323,0.3301506058147322
GPR4,0.02081672210721151,1.444177932507684,0.5302485029813615
FRY,0.02099158546129583,1.4921098115167086,0.5773537143470613
NXF5,0.020994635481185648,1.3001522982716605,0.37868062870903163
IGLON5,0.021027994699209195,1.1442186851565699,0.19436280896935712
PPAP2B,0.021144705399252898,1.4898104985497265,0.5751288339160465
PCK1,0.021237959607366373,2.926121011771766,1.5489894343680484
SEPT12,0.02127941834954452,1.0660304083035184,0.09224859127062696
SERPINI2,0.021374086818539556,1.6295149566535347,0.7044425940469314
KCNMB2,0.0214111747568167,1.6045590552184665,0.6821768884685505
CLDN11,0.021463592892986067,1.5572052256991116,0.6389590912295984
MYBPC1,0.021561941166593702,28.719069935522523,4.843937123256678
GIMAP1-GIMAP5 /// GIMAP5,0.021872485110327338,1.4901352297410915,0.5754432611734365
PRSS3P2,0.021921276640257503,11.14595746875298,3.4784486483257413
AX746903 /// PDE5A,0.022023518258418306,1.423877555323507,0.5098250887742822
SCG2,0.022105838545453935,8.917437413611125,3.1566291852769246
DUOXA1,0.022154868950199236,1.5084438788372336,0.5930610224843865
GAGE3,0.02219490553228265,2.7727654663207137,1.4713255915358132
SLC1A6,0.022383163840440177,2.470561799200634,1.3048391441421026
LOC101060391,0.022410225676194773,1.6663578887757755,0.7366982860046315
FAM110D,0.02245551641609339,1.4184764219118087,0.5043421701585428
AVPR1A,0.022460323299585354,1.6742433909680994,0.7435092730604504
LINC00284,0.022557045806773444,1.4778846231471314,0.5635336442400013
SSPO,0.022569628866584906,1.18902306462011,0.2497767006935899
CCDC148-AS1,0.022639167289515764,1.1921948389426897,0.2536200329525765
IL1R2,0.022640758768404202,1.7536570088297456,0.810366604083461
PTPRR,0.022669769525151557,2.061620374459771,1.043778700161754
NCKAP5,0.022827018119052016,0.49993028389780997,-1.0002011721750652
OR52K3P,0.022889273844835623,1.4539724250621493,0.5399999084574197
VSTM1,0.022914516663523635,1.3364980054358953,0.41845768453206494
AGBL2,0.02293604374540507,1.8426377430924312,0.8817724694417318
SOX5,0.023200108432936167,1.4367211724277877,0.5227801020268379
SPINK6,0.02323495065617652,6.2716488661555525,2.648844788847756
RSPH9,0.023308191999696255,1.7515341473474222,0.808619114733503
VGLL3,0.02331987803220293,1.5006038921425167,0.5855432053008476
KCNRG,0.02333520332423803,1.674735441541236,0.7439332106022157
CCDC11,0.02351114524551348,1.781569806221706,0.8331490128660143
C10orf91,0.023535932907993485,1.3060345314288417,0.3851930421083431
ABCG5,0.023661803326883366,1.2167458973249827,0.2830279100847689
KLB,0.023751868494601407,2.176569553859035,1.1220561232290474
CRISP3,0.023757017876215255,7.141389371243422,2.836204780697853
NUDT4,0.023943776778334053,1.3674200022627803,0.45145643395774476
GTPBP10,0.02398434357675186,0.9225611567843194,-0.11628354396909615
MSR1,0.023996092195252294,1.5025501197808364,0.5874131149652707
RALYL,0.024206655370702986,1.5832860715424555,0.6629219482788633
LINC01180,0.024209294938584425,1.2234785952862608,0.2909888617405654
C22orf23,0.024302537819616107,1.6280978474535437,0.7031874070943197
GS1-304P7.2,0.02442585006253779,1.2487819182587703,0.3205215530728691
HEY1,0.024455255424816663,1.5254235801187221,0.6092099063371939
B3GALNT1,0.024487558053093914,1.4866802757076314,0.5720944158858908
ELOVL3,0.024494689304076576,1.3222492605766154,0.402994168600844
SLC10A2,0.024545187693806626,8.865363973000838,3.148179863077036
DDX3Y,0.02455553277627745,1.7289641369080364,0.7899079441441466
ZEB2,0.02485970803393892,1.4665454239418105,0.5524217570005543
FGF2,0.024903138450844343,1.4522773850996407,0.5383170345236271
F2RL3,0.024950022800730717,1.3399029891924477,0.42212855137156596
PCDHGC5,0.02497163604136632,1.1593129022504247,0.2132700068959804
KRT33A,0.0250783728636019,0.9217953653761077,-0.11748158080980056
FAM84A /// LOC653602,0.025103324487287044,1.5640112187429875,0.6452508612174035
LOC100996325,0.025118292579055877,0.7484444122330342,-0.4180329251284407
GPR128,0.025127087521343017,6.632180989073601,2.729483377834281
GFOD1,0.025185837887942448,1.445846642403767,0.5319145370906927
LOC100506558 /// MATN2,0.025322313313542073,1.522962634152001,0.6068805457747054
FBLN5,0.025407856799948995,1.4951440932014564,0.5802845295936786
EGFL7,0.02541767303549656,1.4412341895855265,0.5273047815237663
MYOCD,0.02546976992697929,1.5334692223229516,0.6167992111125029
ANKRD20A12P /// LOC101059949 /// LOC101060632 /// LOC101927345,0.02548373636760426,1.5352467106179237,0.6184705120026602
RYR3,0.02551385322028984,1.5828925901620698,0.6625633622988912
WDR88,0.025527776747268915,1.1225365011434827,0.16676235736064574
CCDC181,0.025541660222734856,1.7319724301101558,0.792415965133964
MS4A2,0.025830792795102357,1.5057024854840682,0.5904367334099828
ABCC2,0.025903965563275993,4.9382059167691,2.3039869962432924
KLHL32,0.026026877055141534,1.608945815972122,0.6861157416334087
ZSWIM4,0.026088503729974587,0.9066292522039289,-0.1414153846576
CTB-78F1.1,0.02611405183150942,1.3753408573994546,0.45978921306493925
PRKCE,0.026279033289920088,1.464302790149511,0.550213906545127
ZNF815P /// ZNF890P,0.026391580489489454,1.2308393035572474,0.29964241812256664
HMP19,0.02651801891731343,3.576944817638028,1.8387278617119336
SLC6A4,0.02665060674920324,0.3121172105520362,-1.6798401833415713
LINC00607,0.026687564025941798,1.4413004658095985,0.5273711234007913
AK097370,0.026750350480070538,2.283569144667475,1.1912904740423491
GC,0.026776833784143122,2.504393104768175,1.3244610342302585
EGLN2,0.026838971795128765,1.2288002547140255,0.2972504202233209
AC067956.1,0.026896305545599592,1.2643549169033854,0.33840149910268735
GAS1,0.02691664221246375,1.5309282356294356,0.6144066561047552
DLC1,0.02694714914383116,1.4830842121280592,0.5686005188783101
ACTRT2,0.02699702622601857,1.1981499643607585,0.26080849184898375
IGFBP1,0.027018549460102965,3.539182361909642,1.8234161007980239
DEFB123,0.02705929975506547,0.8582939280760241,-0.2204563026866252
AQP4,0.027101181406525607,1.502918983237923,0.5877672410365995
GJC2,0.027153447614398626,1.2906469587800051,0.3680944224331148
SPINT3,0.027201169381262703,0.9076244954438928,-0.13983254914447166
LOC102724965,0.027201725649229926,1.211391406941507,0.2766650827184321
PIP5K1B,0.027239427440400345,1.4881013953535907,0.57347283127795
CST13P,0.027388584253042435,1.202220524504611,0.2657015553071375
MAOB,0.027465494481373927,1.4956997809663417,0.580820624438904
FGR,0.027689407011368607,1.4706430327132456,0.5564471055789212
RP6-91H8.1,0.027833177329438536,1.2010054052649322,0.2642426440754905
LINC00403,0.028047111022574057,0.8111337130421808,-0.3019883367433455
ABCG2,0.02806008921590168,1.4924600374370025,0.5776923019669121
MRGPRF,0.0282419062718285,1.5199360065823877,0.6040105835835087
LOC100505534,0.028556647477870456,1.2838028946780613,0.360423719049911
CYP4F3,0.028557100714674943,2.1794236125727977,1.1239466390240165
DKFZp434L192,0.028667379322750538,1.2995062091673457,0.3779635271641241
LOC101930578 /// MRPS31P5 /// THSD1,0.028720429541157978,1.474779445378617,0.5604992142369463
NXPE4,0.02875088367004153,1.144845576528454,0.19515301229491883
RP11-155O18.6,0.028831560143647794,1.3629613766941953,0.4467446799411754
ZG16,0.028904690014608977,3.6184484303250266,1.8553712106447966
LOC100133131,0.02908076955970467,1.3436879460745919,0.4261981299894413
XG /// XGY2,0.029094886587448535,1.2947093188171697,0.37262822812485114
MUC17,0.029189527830480833,4.527264747736093,2.1786396757215574
LRRTM2,0.029412338234426325,1.4508782782340095,0.5369264892500966
TSSK1B,0.02951982141047557,1.2626151968747146,0.3364150206392045
C6orf165,0.029541496479029986,1.788358964408529,0.8386363473678673
LINC01364,0.029557394077177192,1.2899606781312656,0.36732708864879693
TPPP,0.029557728229387365,1.4625932073153667,0.5485285668819276
FFAR3 /// GPR42,0.029564202445459382,1.2195201508057798,0.28631359677893914
C11orf16,0.029582463448307745,1.7280597310353798,0.7891530856606407
BC015159,0.02963036870200344,1.2594837846116804,0.3328325480261774
HMOX1,0.029654177925354075,1.8453899804974636,0.8839257287392612
LOC101927424 /// LOC101929800 /// LOC440896 /// PGM5,0.029739460514527034,0.8674757255176765,-0.20510470741577636
TENM2,0.02981558235133471,2.007913894344595,1.005697403319776
GZMH,0.030184093161876292,1.5371459846155426,0.6202541860303554
LIPF,0.030220174988177934,3.8235092417658674,1.9348973612092093
REG3A,0.03022244234227637,3.012214807408805,1.5908246553130607
TMPRSS12,0.030336131367430897,2.4112477834784642,1.2697799120883353
MROH9,0.030414426340971232,1.4802628234616013,0.5658533518279749
STATH,0.030488010284622807,2.9914383395958284,1.5808393260461473
TMCC3,0.030540483185520606,1.4870180277081924,0.5724221378594315
OR10A4,0.03054394813749364,1.2480240094384674,0.31964568897950757
LOC101929662,0.03061448986071152,1.1060735720581156,0.14544735167860423
LINC00382,0.031065789557309893,1.2819063212747566,0.3582908370187113
TRPC4,0.03113548181036505,1.3875867602161946,0.4725779801981862
LGI3,0.031229451564268786,0.5253891697085424,-0.9285416336027604
CNTNAP3,0.03130815647865157,1.3868320315212574,0.4717930638218239
KLHL4,0.03139744973302793,1.3875202387555876,0.47250881516679505
TCEAL7,0.031510404903445005,1.4630506094580897,0.5489796756632439
LINC01268,0.03154727100454082,1.4626706259288096,0.5486049302160264
PRR23D1 /// PRR23D2,0.03177856201392203,1.1563792306604765,0.2096146023985301
TRIML2,0.0318916120524222,1.2830933372311613,0.35962612152865814
HAND2,0.03200899658564798,0.8498353996814113,-0.23474465488274754
PRSS2,0.032222163599748256,16.574591912414135,4.050901444671129
ASCL1,0.03225617520087064,7.088339790252693,2.825447763312055
FLNC,0.03244700529655729,1.574060517556069,0.6544910088883745
JARID2-AS1,0.032564598246344514,1.2062684585908539,0.2705510189931414
CABS1,0.032649935737636984,1.264219621850122,0.338247112115399
MAGEA8,0.032847769788499785,3.465729235171934,1.793158946381062
B3GALT2,0.03290936036506654,2.6279638071193063,1.3939454066918062
ODAM,0.033343137978312475,1.572502731847273,0.6530625234442082
CCDC78,0.033403097268638625,1.658182891165335,0.7296031392978115
LOC440570,0.03340733744356728,1.2333816788960312,0.30261932126629176
AC108056.1,0.0338667885051729,1.3043621309810756,0.38334446162459607
CDC14C,0.033964435592947956,1.2358575067761413,0.30551241143142427
CREM,0.033979794204363784,1.5101302205401637,0.594672960429299
ZP2,0.03407881391639151,3.0722544461101156,1.6192977059482547
LOC100996263,0.03416992600707259,1.2902963000383756,0.36770240015290573
IPO11 /// LRRC70,0.03419510696795301,1.5464891090330581,0.6289966734534798
CA3,0.0342616671844433,1.9672005320486947,0.9761440302377216
SGCG,0.03433073247717901,0.5152696857044441,-0.9566003763927855
LOC101060233 /// OPN1LW /// OPN1MW /// OPN1MW2,0.03435955323981153,1.2729199414692445,0.34814168579281907
MORC1,0.034734974140228705,1.2288009759799767,0.29725126703833543
ESRG /// MIR4454,0.0347477809478919,1.312006221274984,0.3917745609478316
ACTL6B,0.03482443953642618,1.3349817850087942,0.4168200573759306
MSRB3,0.03519320335331313,1.4476293723066522,0.5336922853094446
CELP,0.0353797136210076,0.9011491109768803,-0.15016224981628085
FAM179A,0.035439117842612125,1.6896834285551559,0.7567529750074483
KRTAP4-12,0.03574504771161729,1.2605772121517869,0.33408448803136076
DNAJB4,0.03589000194592769,1.457544326262651,0.5435397587649813
FLJ34503,0.03608029270435679,0.4571423589683709,-1.1292845891323935
MYRF,0.03628532719734211,1.479492640818963,0.5651025204044993
CLEC3B /// EXOSC7,0.03636780476854619,0.5499171427845069,-0.8627138338845088
DPEP2,0.036467727754763826,1.4475185264887391,0.5335818130866258
OLFM4,0.03659066771783164,43.25460928863387,5.4347819719959
NEBL,0.03664027841052812,1.4506243789080777,0.5366739998729525
POU4F3,0.03666820765681376,1.273769926752798,0.34910471597112763
DMBX1,0.03671539399436099,1.2440868490407095,0.31508720275693075
LOC643733,0.036720949874980695,1.4259051058743326,0.5118779734789453
SAMD5,0.03673130468092406,1.4631712412613065,0.5490986242004713
NLRP3,0.03678367181222757,1.5453953569667536,0.6279759685952016
EMR3,0.03681198706243238,1.4197329088930686,0.5056195443363768
DSCAM-AS1,0.036861546366849504,16.05741234415016,4.005167515821741
C12orf50,0.03697404719623001,1.215730783095249,0.2818237872563967
LOC100289097 /// LOC283788,0.0370328181063271,1.4502185127952338,0.5362702958090335
ACACB,0.037320523013379236,1.43019913490762,0.5162160357744143
FAM43A,0.03743174741078269,1.4374935623241718,0.5235554951013336
PRAMEF1 /// PRAMEF2,0.03763798539849701,1.2219085935724832,0.2891363665543738
CRYAB,0.03771012322901814,1.4521756465301225,0.5382159637001898
LOC101927123,0.037869488093885226,0.5980916491997583,-0.7415615206397365
DAW1,0.037978345457588374,1.695130250635313,0.761396131607078
LOC255177,0.03811424174505711,1.19560178058744,0.2577369507090705
BC045789,0.0381356587144307,1.438079188375963,0.5241431205141904
LMO2,0.038235830975795373,1.4343203667549236,0.5203672973366732
BHMT,0.03833747957302734,5.802146553143607,2.5365867362155505
TDRD12,0.038364731700285315,3.061774334602325,1.6143679541807372
SLC1A1,0.03837688439097957,1.493643993440752,0.5788363261047742
LINC00615,0.03848096315203686,1.2373216613278042,0.3072206004577572
FRAS1,0.03887390183513478,1.4471214475107568,0.5331860029816625
RP3-452M16.1,0.03896513803990942,0.8146859515193741,-0.29568406437948963
WDR86-AS1,0.039166172757340814,1.783370327510802,0.8346063183231736
STXBP6,0.0392706979067099,0.5291678188405319,-0.9182027676072907
RSPH1,0.040071689006527904,1.7771829693699701,0.8295922212730611
PALD1,0.0400979292875537,1.4288728981413228,0.5148775907678529
CCDC102B,0.040248625142598936,1.4443128341687648,0.5303832598307416
PDE1C,0.040336055420106494,1.4175448737954472,0.50339440583943
AY927499,0.04043124214122813,1.3796610482804328,0.4643138727797885
FLJ30901 /// SCUBE1,0.04064113480873781,0.5918124267643806,-0.7567881046023678
CLEC1B,0.04072380967834031,1.3481411770164056,0.4309715831048347
POU6F2,0.04072798025373327,3.140256877008363,1.650882578234129
U47924.29,0.04074287692038672,0.9496962980964397,-0.07446186489666004
KRT20,0.04078696300671504,11.042265751404894,3.4649643225227464
RP11-732A19.1,0.04080346496313217,1.4315996322270124,0.5176280782436228
IL18RAP,0.041010635647941364,1.463691404319884,0.549611416745825
SPANXA1 /// SPANXA2 /// SPANXB1 /// SPANXC,0.04105594162167759,3.5064610287943654,1.8100156938237029
FLJ43315 /// LOC101927088 /// LOC101927527 /// LOC101929518 /// LOC442028,0.041069437554487206,1.4238427683632495,0.5097898416507244
LYVE1,0.04116823597660377,0.5544148850017651,-0.8509621032312252
SLC9A3R2,0.041484487935055006,1.2232932274704913,0.29077026413650975
GJC1,0.04178459605805019,1.4380049614701529,0.5240686534378761
LOC285181,0.04185518013619533,1.3895783051413608,0.4746471351905207
CHST9,0.04205714661494238,1.901160968523759,0.9268806880408916
PLIN4,0.04216104382391571,1.3800046823659964,0.464673162086591
TM4SF20,0.042200866620189445,5.372457372303431,2.4255821306525145
WNT1,0.042213576707091305,1.2263486102171413,0.2943691476586888
LRRC36,0.04246718759605866,1.7822038217039238,0.8336623400844015
LINC00942,0.04254511055898252,5.652358383929785,2.498852941667366
RP11-736K20.5,0.042908768459207144,1.4010934990502781,0.4865532342235791
TMEM47,0.04300854795655728,1.4313814560190654,0.5174081943364977
RP11-304L19.4,0.04324117414179451,1.146289429653193,0.19697135998107984
ZNF781,0.04337761476323921,1.3561801926328065,0.43954887887738153
SCN3A,0.043503633237995915,1.9066776011785327,0.9310609199472687
IL17D,0.043629422122586484,1.4090509181958857,0.49472374656692164
LOC729680,0.04384808594526249,1.446603071044901,0.5326691195258892
FOXE3,0.04389359546148258,1.2296618920480402,0.29826168652356705
EFCAB12,0.04389667063603607,1.5548960710076998,0.6368181540841128
CCDC39 /// LOC101928882,0.044673609500368604,1.4839989640828026,0.5694900848744002
ENKUR,0.04467361246356576,1.6490836259936874,0.7216645605384459
LINC00845,0.04474097394293338,1.1467595719567343,0.19756294958850576
ZNF488,0.04476511657064035,1.801821917040182,0.8494564295205498
RECK,0.045156640358963496,1.4116961921141065,0.4974296429363067
TRPC6,0.0452466530953184,1.4312006037305485,0.5172259010818919
LGI1,0.045506316886891884,0.8070324890655716,-0.30930134099979517
LOC101927237,0.04578141209624792,1.272138897947297,0.34725619926987145
DEFB121,0.04603800153024914,1.095172207686834,0.1311577407322509
ANKDD1A,0.04604746722137098,1.4168671782090676,0.5027045216148398
SPZ1,0.04643537761825581,1.270368466579804,0.3452470070822086
ITGA7,0.04649310115004487,1.5567401646345929,0.6385281644069489
FOXB1,0.047041315483027694,1.1997736912305053,0.2627623013919286
RP11-690I21.2,0.04713940563720341,1.4242097867202883,0.5101616715634842
SPAG6,0.04723723686990931,1.7624046959609612,0.8175452442450362
CYTL1,0.047330343316635895,2.262131829253372,1.1776830070767095
EXD1,0.04738323666768816,1.3624034681751047,0.4461540127015064
NRARP,0.04746896860850821,1.4454293860443512,0.531498130162565
MAFF,0.047478201267564246,1.474823386594927,0.5605421988545216
MGC39545,0.047615644656921675,1.2656973318100369,0.3399324520791471
RP11-701I24.3,0.04774971871834117,1.1019661224234296,0.14007987203703223
CYP7A1,0.047948744065457245,1.299032397926621,0.37743741211390286
SLC46A2,0.04833855033574408,1.5389430093284828,0.621939806271998
LRRC18,0.048495610394248434,1.4935840099937945,0.5787783875601615
KIRREL3,0.048682143140156016,1.203137664942545,0.26680172744077835
PACRG,0.04889402694899885,1.6036499412148288,0.6813592520232846
TUBB6,0.04906999083110206,1.4241917409504985,0.5101433914563208
ARHGEF15,0.04909800138061466,1.3730100069941298,0.45734214040722326
DEFB107A /// DEFB107B,0.0491578462148033,0.8214447423706518,-0.2837645648600399
DNAJB1,0.049169688826669555,1.6396551758620768,0.7133924438796948
PCSK9,0.04917223745990652,1.4460990203804227,0.5321663429672419
OTOGL,0.04924273790988555,1.3406623041793646,0.4229458864300377
MCAM /// MIR6756,0.049436078885932745,1.4303055936837448,0.5163234207033118
TAS2R8,0.0494613771886294,1.2022273698473769,0.2657097698682306
RP4-575N6.5,0.04988557872309141,1.3399003008290697,0.422125656764691
TCRA /// TCRA /// TRA /// TRAV17 /// TRAV17 /// TRD /// YME1L1,0.05010074736834564,1.2620432509408839,0.3357613531482818
LOC100505817,0.05012369815144186,1.5255672969375789,0.6093458225364651
LINC00606,0.05052655198247473,1.1533484424576992,0.20582843689461464
NTRK2,0.050657372970866324,1.504879840157579,0.589648296998617
HPSE2,0.050796545138701826,1.254251276409274,0.32682640628510196
ECM2,0.05130124013751847,1.4270824817967638,0.5130687213870826
COL13A1,0.051320789958072,1.4081071131554663,0.49375708237047394
LOC284865,0.05142807513613393,1.3023859634065829,0.3811570560122219
CNTN6,0.051745529486602826,1.416454199081697,0.5022839530566501
PRSS35,0.051970079458894716,1.426890764113101,0.5128748932548228
LOC339862,0.052040218134664945,1.2759415754964596,0.35156227058298845
PDZRN4,0.05220471214465412,1.6159203606930932,0.6923560978023646
